job_id,posting_date,application_deadline,days_to_deadline,verified_post,screening_process,application_method,view_count,fraudulent
4166,2024-01-26,2024-01-29,3,False,Unclear,Email,146,0
4167,2024-01-27,2024-01-31,4,False,Unclear,Unspecified,260,0
4168,2024-01-28,2024-02-04,7,False,None,Email,180,0
4169,2024-01-29,2024-02-01,3,False,None,Third-party,47,0
4170,2024-01-30,2024-02-06,7,False,Unclear,Email,127,0
4171,2024-01-31,2024-02-05,5,True,None,Email,211,0
4172,2024-02-01,2024-02-07,6,False,Unclear,Third-party,64,0
4173,2024-02-02,2024-02-11,9,False,Unclear,Unspecified,264,0
4174,2024-02-03,2024-02-13,10,False,None,Third-party,59,0
4175,2024-02-04,2024-02-07,3,False,None,Third-party,203,0
4176,2024-02-05,2024-02-13,8,False,Unclear,Unspecified,189,0
4177,2024-02-06,2024-02-14,8,False,Unclear,Unspecified,247,0
4178,2024-02-07,2024-02-15,8,False,None,Third-party,230,0
4179,2024-02-08,2024-02-15,7,False,Unclear,Unspecified,50,0
4180,2024-02-09,2024-02-12,3,False,Unclear,Email,17,0
4181,2024-02-10,2024-02-13,3,True,None,Email,182,0
4182,2024-02-11,2024-02-18,7,False,None,Third-party,298,0
4183,2024-02-12,2024-02-18,6,False,Unclear,Unspecified,104,0
4184,2024-02-13,2024-03-16,32,True,Interview,LinkedIn,4117,1
4185,2024-02-14,2024-02-24,10,False,None,Third-party,140,0
4186,2024-02-15,2024-02-20,5,False,None,Third-party,286,0
4187,2024-02-16,2024-02-20,4,False,Unclear,Third-party,93,0
4188,2024-02-17,2024-02-21,4,False,None,Email,241,0
4189,2024-02-18,2024-02-25,7,False,None,Third-party,285,0
4190,2024-02-19,2024-02-29,10,False,None,Email,252,0
4191,2024-02-20,2024-02-26,6,False,Unclear,Email,97,0
4192,2024-02-21,2024-02-24,3,False,Unclear,Unspecified,151,0
4193,2024-02-22,2024-02-29,7,False,None,Unspecified,180,0
4194,2024-02-23,2024-03-01,7,False,None,Unspecified,190,0
4195,2024-02-24,2024-03-04,9,False,Unclear,Unspecified,244,0
4196,2024-02-25,2024-02-28,3,False,Unclear,Third-party,187,0
4197,2024-02-26,2024-03-04,7,False,None,Third-party,71,0
4198,2024-02-27,2024-03-01,3,False,None,Third-party,134,0
4199,2024-02-28,2024-03-06,7,True,Unclear,Third-party,94,0
4200,2024-02-29,2024-03-04,4,False,Unclear,Third-party,153,0
4201,2024-03-01,2024-03-09,8,True,None,Email,52,0
4202,2024-03-02,2024-03-12,10,True,None,Email,206,0
4203,2024-03-03,2024-03-07,4,False,Unclear,Third-party,77,0
4204,2024-03-04,2024-03-09,5,True,None,Unspecified,251,0
4205,2024-03-05,2024-03-15,10,False,Unclear,Email,180,0
4206,2024-03-06,2024-03-16,10,False,None,Email,221,0
4207,2024-03-07,2024-03-15,8,False,None,Third-party,133,0
4208,2024-03-08,2024-03-11,3,False,Unclear,Unspecified,225,0
4209,2024-03-09,2024-03-19,10,True,Unclear,Unspecified,173,0
4210,2024-03-10,2024-03-14,4,False,Unclear,Unspecified,288,0
4211,2024-03-11,2024-03-16,5,False,None,Email,291,0
4212,2024-03-12,2024-03-19,7,False,None,Unspecified,138,0
4213,2024-03-13,2024-03-16,3,True,None,Unspecified,240,0
4214,2024-03-14,2024-03-21,7,True,None,Unspecified,247,0
4215,2024-03-15,2024-03-19,4,False,None,Third-party,172,0
4216,2024-03-16,2024-03-20,4,True,Unclear,Email,272,0
4217,2024-03-17,2024-03-25,8,False,Unclear,Unspecified,215,0
4218,2024-03-18,2024-03-23,5,False,Unclear,Unspecified,209,0
4219,2024-03-19,2024-03-24,5,False,None,Email,278,0
4220,2024-03-20,2024-03-26,6,True,Unclear,Third-party,293,0
4221,2024-03-21,2024-03-25,4,True,None,Unspecified,139,0
4222,2024-03-22,2024-03-29,7,False,None,Unspecified,299,0
4223,2024-03-23,2024-04-02,10,False,None,Unspecified,236,0
4224,2024-03-24,2024-03-30,6,False,Unclear,Third-party,215,0
4225,2024-03-25,2024-03-28,3,False,None,Email,235,0
4226,2024-03-26,2024-03-30,4,False,None,Third-party,294,0
4227,2024-03-27,2024-04-04,8,False,Unclear,Email,189,0
4228,2024-03-28,2024-04-05,8,False,Unclear,Unspecified,261,0
4229,2024-03-29,2024-04-05,7,False,Unclear,Email,248,0
4230,2024-03-30,2024-04-06,7,False,Unclear,Unspecified,81,0
4231,2024-01-01,2024-01-09,8,False,Unclear,Third-party,40,0
4232,2024-01-02,2024-01-06,4,True,None,Third-party,283,0
4233,2024-01-03,2024-01-06,3,True,None,Unspecified,144,0
4234,2024-01-04,2024-01-09,5,False,None,Third-party,233,0
4235,2024-01-05,2024-01-15,10,True,Unclear,Unspecified,94,0
4236,2024-01-06,2024-01-11,5,False,Unclear,Email,176,0
4237,2024-01-07,2024-01-14,7,False,Unclear,Third-party,49,0
4238,2024-01-08,2024-01-14,6,True,Unclear,Third-party,276,0
4239,2024-01-09,2024-01-15,6,False,None,Email,110,0
4240,2024-01-10,2024-01-20,10,False,None,Unspecified,48,0
4241,2024-01-11,2024-01-21,10,True,Unclear,Email,162,0
4242,2024-01-12,2024-01-18,6,True,Unclear,Email,19,0
4243,2024-01-13,2024-01-23,10,False,Unclear,Third-party,192,0
4244,2024-01-14,2024-01-17,3,False,Unclear,Third-party,269,0
4245,2024-01-15,2024-01-25,10,True,None,Unspecified,286,0
4246,2024-01-16,2024-01-26,10,False,None,Third-party,226,0
4247,2024-01-17,2024-01-27,10,True,None,Unspecified,290,0
4248,2024-01-18,2024-01-27,9,False,None,Third-party,172,0
4249,2024-01-19,2024-01-26,7,False,Unclear,Email,52,0
4250,2024-01-20,2024-01-29,9,False,Unclear,Email,51,0
4251,2024-01-21,2024-01-29,8,False,Unclear,Email,123,0
4252,2024-01-22,2024-01-26,4,False,None,Third-party,270,0
4253,2024-01-23,2024-02-02,10,True,Unclear,Unspecified,146,0
4254,2024-01-24,2024-01-31,7,False,Unclear,Unspecified,258,0
4255,2024-01-25,2024-02-01,7,False,None,Email,182,0
4256,2024-01-26,2024-02-02,7,True,Unclear,Unspecified,169,0
4257,2024-01-27,2024-02-06,10,False,Unclear,Email,140,0
4258,2024-01-28,2024-02-04,7,True,Unclear,Third-party,64,0
4259,2024-01-29,2024-02-05,7,False,None,Unspecified,124,0
4260,2024-01-30,2024-02-08,9,False,Unclear,Third-party,187,0
4261,2024-01-31,2024-02-09,9,True,Unclear,Unspecified,138,0
4262,2024-02-01,2024-02-07,6,False,Unclear,Unspecified,158,0
4263,2024-02-02,2024-02-07,5,False,None,Email,194,0
4264,2024-02-03,2024-02-12,9,False,Unclear,Unspecified,67,0
4265,2024-02-04,2024-02-12,8,False,None,Email,220,0
4266,2024-02-05,2024-02-15,10,False,Unclear,Third-party,166,0
4267,2024-02-06,2024-03-12,35,True,Technical Test,LinkedIn,4326,1
4268,2024-02-07,2024-02-13,6,True,None,Third-party,119,0
4269,2024-02-08,2024-02-12,4,False,Unclear,Third-party,127,0
4270,2024-02-09,2024-02-15,6,False,Unclear,Email,16,0
4271,2024-02-10,2024-02-15,5,False,None,Email,276,0
4272,2024-02-11,2024-02-21,10,True,None,Third-party,294,0
4273,2024-02-12,2024-02-16,4,True,Unclear,Email,176,0
4274,2024-02-13,2024-02-17,4,False,None,Unspecified,209,0
4275,2024-02-14,2024-02-17,3,False,Unclear,Unspecified,162,0
4276,2024-02-15,2024-02-18,3,True,None,Email,277,0
4277,2024-02-16,2024-02-23,7,False,None,Third-party,81,0
4278,2024-02-17,2024-02-26,9,False,None,Third-party,87,0
4279,2024-02-18,2024-02-22,4,False,Unclear,Unspecified,120,0
4280,2024-02-19,2024-02-23,4,False,None,Email,26,0
4281,2024-02-20,2024-02-24,4,False,Unclear,Email,274,0
4282,2024-02-21,2024-02-28,7,True,None,Unspecified,42,0
4283,2024-02-22,2024-02-25,3,False,None,Email,155,0
4284,2024-02-23,2024-02-29,6,False,None,Third-party,143,0
4285,2024-02-24,2024-02-27,3,False,None,Unspecified,226,0
4286,2024-02-25,2024-03-06,10,False,None,Third-party,71,0
4287,2024-02-26,2024-03-06,9,True,Unclear,Third-party,293,0
4288,2024-02-27,2024-03-03,5,False,None,Unspecified,279,0
4289,2024-02-28,2024-03-05,6,False,None,Unspecified,248,0
4290,2024-02-29,2024-03-10,10,False,None,Unspecified,179,0
4291,2024-03-01,2024-03-08,7,True,Unclear,Third-party,28,0
4292,2024-03-02,2024-03-05,3,False,Unclear,Third-party,201,0
4293,2024-03-03,2024-03-07,4,True,Unclear,Unspecified,195,0
4294,2024-03-04,2024-03-09,5,False,None,Unspecified,299,0
4295,2024-03-05,2024-03-12,7,False,Unclear,Third-party,298,0
4296,2024-03-06,2024-03-14,8,False,None,Email,208,0
4297,2024-03-07,2024-03-12,5,False,Unclear,Third-party,218,0
4298,2024-03-08,2024-03-12,4,False,None,Third-party,197,0
4299,2024-03-09,2024-03-13,4,False,Unclear,Third-party,161,0
4300,2024-03-10,2024-03-14,4,False,None,Unspecified,203,0
4301,2024-03-11,2024-03-16,5,True,Unclear,Third-party,235,0
4302,2024-03-12,2024-03-20,8,False,Unclear,Email,41,0
4303,2024-03-13,2024-03-21,8,True,None,Email,272,0
4304,2024-03-14,2024-03-21,7,False,None,Third-party,173,0
4305,2024-03-15,2024-03-19,4,True,Unclear,Unspecified,117,0
4306,2024-03-16,2024-03-22,6,False,Unclear,Unspecified,16,0
4307,2024-03-17,2024-03-20,3,True,Unclear,Unspecified,271,0
4308,2024-03-18,2024-03-21,3,False,None,Email,117,0
4309,2024-03-19,2024-03-25,6,False,Unclear,Email,51,0
4310,2024-03-20,2024-03-27,7,True,Unclear,Unspecified,240,0
4311,2024-03-21,2024-03-31,10,False,Unclear,Unspecified,124,0
4312,2024-03-22,2024-03-30,8,True,None,Email,276,0
4313,2024-03-23,2024-03-31,8,True,None,Third-party,179,0
4314,2024-03-24,2024-03-28,4,False,None,Email,108,0
4315,2024-03-25,2024-04-02,8,True,None,Email,131,0
4316,2024-03-26,2024-05-05,40,True,None,Email,1426,1
4317,2024-03-27,2024-03-31,4,False,Unclear,Email,33,0
4318,2024-03-28,2024-04-07,10,False,None,Unspecified,53,0
4319,2024-03-29,2024-04-08,10,False,Unclear,Unspecified,33,0
4320,2024-03-30,2024-04-05,6,True,None,Unspecified,61,0
4321,2024-01-01,2024-01-10,9,False,Unclear,Email,217,0
4322,2024-01-02,2024-01-10,8,False,Unclear,Unspecified,21,0
4323,2024-01-03,2024-01-11,8,False,Unclear,Email,210,0
4324,2024-01-04,2024-01-12,8,False,None,Third-party,136,0
4325,2024-01-05,2024-01-11,6,False,Unclear,Unspecified,46,0
4326,2024-01-06,2024-01-10,4,False,None,Third-party,169,0
4327,2024-01-07,2024-01-14,7,False,Unclear,Unspecified,300,0
4328,2024-01-08,2024-01-12,4,True,None,Third-party,143,0
4329,2024-01-09,2024-01-17,8,False,Unclear,Email,287,0
4330,2024-01-10,2024-01-19,9,False,Unclear,Third-party,25,0
4331,2024-01-11,2024-01-15,4,False,Unclear,Third-party,87,0
4332,2024-01-12,2024-01-21,9,False,Unclear,Third-party,156,0
4333,2024-01-13,2024-01-22,9,False,Unclear,Third-party,89,0
4334,2024-01-14,2024-01-22,8,False,None,Third-party,113,0
4335,2024-01-15,2024-01-19,4,True,Unclear,Third-party,150,0
4336,2024-01-16,2024-01-21,5,True,Unclear,Unspecified,106,0
4337,2024-01-17,2024-01-25,8,True,None,Email,142,0
4338,2024-01-18,2024-01-26,8,False,Unclear,Third-party,259,0
4339,2024-01-19,2024-01-25,6,True,None,Email,277,0
4340,2024-01-20,2024-01-29,9,True,Unclear,Unspecified,29,0
4341,2024-01-21,2024-01-28,7,True,None,Unspecified,112,0
4342,2024-01-22,2024-01-30,8,True,Unclear,Unspecified,242,0
4343,2024-01-23,2024-01-27,4,False,None,Email,131,0
4344,2024-01-24,2024-02-01,8,True,None,Third-party,287,0
4345,2024-01-25,2024-02-20,26,True,None,Email,519,1
4346,2024-01-26,2024-02-04,9,False,Unclear,Unspecified,261,0
4347,2024-01-27,2024-03-12,45,True,None,Company Website,1169,1
4348,2024-01-28,2024-02-06,9,False,None,Unspecified,76,0
4349,2024-01-29,2024-02-08,10,False,Unclear,Unspecified,234,0
4350,2024-01-30,2024-02-24,25,True,Form,Email,2697,1
4351,2024-01-31,2024-02-25,25,False,None,Company Website,805,1
4352,2024-02-01,2024-02-07,6,False,Unclear,Third-party,79,0
4353,2024-02-02,2024-02-29,27,True,Form,LinkedIn,3244,1
4354,2024-02-03,2024-02-09,6,False,None,Email,134,0
4355,2024-02-04,2024-03-14,39,True,None,Company Website,1547,1
4356,2024-02-05,2024-02-11,6,False,Unclear,Third-party,100,0
4357,2024-02-06,2024-02-14,8,False,None,Unspecified,56,0
4358,2024-02-07,2024-03-05,27,True,Technical Test,Company Website,4421,1
4359,2024-02-08,2024-02-11,3,False,None,Third-party,98,0
4360,2024-02-09,2024-02-12,3,True,None,Unspecified,41,0
4361,2024-02-10,2024-02-16,6,False,None,Third-party,242,0
4362,2024-02-11,2024-02-20,9,True,Unclear,Email,119,0
4363,2024-02-12,2024-02-16,4,False,None,Email,75,0
4364,2024-02-13,2024-02-17,4,False,Unclear,Unspecified,58,0
4365,2024-02-14,2024-02-20,6,False,Unclear,Email,128,0
4366,2024-02-15,2024-02-18,3,True,Unclear,Third-party,108,0
4367,2024-02-16,2024-02-20,4,False,Unclear,Email,298,0
4368,2024-02-17,2024-02-22,5,True,None,Third-party,236,0
4369,2024-02-18,2024-02-22,4,False,None,Email,150,0
4370,2024-02-19,2024-02-23,4,False,None,Third-party,239,0
4371,2024-02-20,2024-03-01,10,False,None,Third-party,79,0
4372,2024-02-21,2024-02-29,8,False,Unclear,Unspecified,296,0
4373,2024-02-22,2024-02-26,4,True,None,Unspecified,159,0
4374,2024-02-23,2024-03-01,7,True,Unclear,Unspecified,134,0
4375,2024-02-24,2024-03-03,8,True,Unclear,Unspecified,29,0
4376,2024-02-25,2024-03-04,8,True,None,Third-party,83,0
4377,2024-02-26,2024-03-01,4,False,None,Third-party,59,0
4378,2024-02-27,2024-03-06,8,False,None,Third-party,50,0
4379,2024-02-28,2024-03-04,5,False,None,Email,47,0
4380,2024-02-29,2024-03-05,5,True,Unclear,Email,248,0
4381,2024-03-01,2024-03-09,8,False,Unclear,Third-party,161,0
4382,2024-03-02,2024-03-11,9,False,None,Third-party,72,0
4383,2024-03-03,2024-03-12,9,False,Unclear,Email,84,0
4384,2024-03-04,2024-03-10,6,False,None,Third-party,54,0
4385,2024-03-05,2024-03-09,4,False,None,Unspecified,55,0
4386,2024-03-06,2024-03-09,3,False,None,Email,115,0
4387,2024-03-07,2024-03-10,3,False,None,Email,189,0
4388,2024-03-08,2024-03-16,8,False,Unclear,Third-party,268,0
4389,2024-03-09,2024-03-14,5,False,Unclear,Email,70,0
4390,2024-03-10,2024-03-13,3,False,None,Email,199,0
4391,2024-03-11,2024-03-15,4,False,None,Third-party,40,0
4392,2024-03-12,2024-03-15,3,False,None,Email,111,0
4393,2024-03-13,2024-03-22,9,False,None,Unspecified,213,0
4394,2024-03-14,2024-03-24,10,False,Unclear,Unspecified,262,0
4395,2024-03-15,2024-03-20,5,True,Unclear,Email,168,0
4396,2024-03-16,2024-03-24,8,False,None,Unspecified,225,0
4397,2024-03-17,2024-03-23,6,False,None,Unspecified,298,0
4398,2024-03-18,2024-03-23,5,True,None,Unspecified,202,0
4399,2024-03-19,2024-03-27,8,False,Unclear,Unspecified,95,0
4400,2024-03-20,2024-03-29,9,False,None,Third-party,134,0
4401,2024-03-21,2024-03-25,4,True,None,Email,231,0
4402,2024-03-22,2024-03-31,9,False,Unclear,Third-party,176,0
4403,2024-03-23,2024-04-30,38,True,Interview,Email,1415,1
4404,2024-03-24,2024-03-28,4,True,Unclear,Unspecified,283,0
4405,2024-03-25,2024-03-30,5,False,Unclear,Unspecified,234,0
4406,2024-03-26,2024-03-29,3,True,Unclear,Email,7,0
4407,2024-03-27,2024-04-05,9,False,None,Email,226,0
4408,2024-03-28,2024-04-02,5,True,None,Email,154,0
4409,2024-03-29,2024-04-06,8,True,None,Unspecified,110,0
4410,2024-03-30,2024-04-04,5,False,Unclear,Email,272,0
4411,2024-01-01,2024-01-09,8,False,None,Unspecified,259,0
4412,2024-01-02,2024-01-10,8,False,Unclear,Third-party,19,0
4413,2024-01-03,2024-01-10,7,False,None,Unspecified,129,0
4414,2024-01-04,2024-01-14,10,True,None,Third-party,129,0
4415,2024-01-05,2024-01-15,10,False,None,Email,205,0
4416,2024-01-06,2024-01-09,3,False,Unclear,Email,297,0
4417,2024-01-07,2024-01-11,4,False,None,Third-party,21,0
4418,2024-01-08,2024-01-12,4,False,Unclear,Email,66,0
4419,2024-01-09,2024-01-18,9,False,None,Unspecified,112,0
4420,2024-01-10,2024-01-13,3,False,None,Unspecified,128,0
4421,2024-01-11,2024-01-16,5,False,None,Third-party,207,0
4422,2024-01-12,2024-01-15,3,False,None,Third-party,271,0
4423,2024-01-13,2024-01-21,8,False,Unclear,Unspecified,19,0
4424,2024-01-14,2024-01-17,3,False,Unclear,Email,21,0
4425,2024-01-15,2024-01-22,7,False,None,Third-party,242,0
4426,2024-01-16,2024-01-20,4,False,None,Email,230,0
4427,2024-01-17,2024-01-26,9,False,None,Email,138,0
4428,2024-01-18,2024-01-28,10,False,None,Unspecified,290,0
4429,2024-01-19,2024-01-28,9,False,None,Third-party,228,0
4430,2024-01-20,2024-01-25,5,False,Unclear,Unspecified,145,0
4431,2024-01-21,2024-01-29,8,False,None,Unspecified,214,0
4432,2024-01-22,2024-01-29,7,False,Unclear,Email,15,0
4433,2024-01-23,2024-01-28,5,True,Unclear,Unspecified,25,0
4434,2024-01-24,2024-02-02,9,False,None,Third-party,12,0
4435,2024-01-25,2024-01-29,4,False,Unclear,Unspecified,139,0
4436,2024-01-26,2024-01-29,3,False,None,Email,267,0
4437,2024-01-27,2024-02-05,9,False,Unclear,Email,189,0
4438,2024-01-28,2024-01-31,3,True,None,Unspecified,164,0
4439,2024-01-29,2024-02-08,10,True,Unclear,Unspecified,69,0
4440,2024-01-30,2024-02-03,4,False,None,Unspecified,97,0
4441,2024-01-31,2024-02-06,6,True,None,Unspecified,265,0
4442,2024-02-01,2024-02-08,7,False,Unclear,Third-party,164,0
4443,2024-02-02,2024-02-11,9,True,None,Third-party,86,0
4444,2024-02-03,2024-02-07,4,True,Unclear,Third-party,156,0
4445,2024-02-04,2024-02-14,10,False,None,Third-party,292,0
4446,2024-02-05,2024-02-10,5,True,None,Email,261,0
4447,2024-02-06,2024-02-10,4,False,None,Third-party,135,0
4448,2024-02-07,2024-02-10,3,False,Unclear,Unspecified,260,0
4449,2024-02-08,2024-03-13,34,True,None,Company Website,1065,1
4450,2024-02-09,2024-02-19,10,True,Unclear,Unspecified,119,0
4451,2024-02-10,2024-02-20,10,True,None,Email,33,0
4452,2024-02-11,2024-02-20,9,False,None,Unspecified,162,0
4453,2024-02-12,2024-02-22,10,True,None,Third-party,292,0
4454,2024-02-13,2024-02-17,4,False,Unclear,Third-party,11,0
4455,2024-02-14,2024-02-18,4,False,None,Unspecified,36,0
4456,2024-02-15,2024-02-20,5,True,None,Third-party,53,0
4457,2024-02-16,2024-02-21,5,True,None,Unspecified,79,0
4458,2024-02-17,2024-02-25,8,False,Unclear,Unspecified,162,0
4459,2024-02-18,2024-02-26,8,True,None,Unspecified,95,0
4460,2024-02-19,2024-02-29,10,True,None,Unspecified,106,0
4461,2024-02-20,2024-02-25,5,False,Unclear,Third-party,214,0
4462,2024-02-21,2024-03-02,10,True,Unclear,Third-party,80,0
4463,2024-02-22,2024-03-03,10,False,None,Unspecified,156,0
4464,2024-02-23,2024-02-29,6,False,None,Third-party,235,0
4465,2024-02-24,2024-02-27,3,False,None,Email,133,0
4466,2024-02-25,2024-03-05,9,False,None,Third-party,10,0
4467,2024-02-26,2024-03-03,6,False,Unclear,Unspecified,103,0
4468,2024-02-27,2024-03-06,8,False,Unclear,Unspecified,283,0
4469,2024-02-28,2024-03-09,10,False,Unclear,Unspecified,153,0
4470,2024-02-29,2024-03-07,7,False,None,Email,201,0
4471,2024-03-01,2024-03-06,5,True,None,Email,224,0
4472,2024-03-02,2024-03-07,5,False,Unclear,Third-party,226,0
4473,2024-03-03,2024-03-13,10,True,Unclear,Unspecified,128,0
4474,2024-03-04,2024-03-07,3,False,None,Email,272,0
4475,2024-03-05,2024-03-13,8,False,None,Email,203,0
4476,2024-03-06,2024-03-16,10,True,Unclear,Third-party,292,0
4477,2024-03-07,2024-03-16,9,True,Unclear,Third-party,281,0
4478,2024-03-08,2024-03-15,7,False,Unclear,Unspecified,232,0
4479,2024-03-09,2024-03-17,8,False,None,Third-party,76,0
4480,2024-03-10,2024-03-19,9,True,None,Unspecified,275,0
4481,2024-03-11,2024-03-18,7,False,None,Third-party,247,0
4482,2024-03-12,2024-03-20,8,False,None,Unspecified,105,0
4483,2024-03-13,2024-03-23,10,True,Unclear,Email,203,0
4484,2024-03-14,2024-03-18,4,True,Unclear,Email,133,0
4485,2024-03-15,2024-03-20,5,True,Unclear,Email,26,0
4486,2024-03-16,2024-03-23,7,False,None,Third-party,15,0
4487,2024-03-17,2024-03-25,8,False,None,Email,108,0
4488,2024-03-18,2024-03-25,7,True,None,Third-party,77,0
4489,2024-03-19,2024-03-29,10,False,None,Third-party,87,0
4490,2024-03-20,2024-03-26,6,False,Unclear,Unspecified,221,0
4491,2024-03-21,2024-03-26,5,False,Unclear,Third-party,283,0
4492,2024-03-22,2024-03-26,4,False,None,Unspecified,92,0
4493,2024-03-23,2024-03-30,7,False,Unclear,Third-party,300,0
4494,2024-03-24,2024-04-03,10,False,None,Email,182,0
4495,2024-03-25,2024-03-31,6,False,None,Third-party,61,0
4496,2024-03-26,2024-04-01,6,False,Unclear,Unspecified,110,0
4497,2024-03-27,2024-03-31,4,False,Unclear,Unspecified,68,0
4498,2024-03-28,2024-04-01,4,False,Unclear,Unspecified,95,0
4499,2024-03-29,2024-04-08,10,True,None,Third-party,10,0
4500,2024-03-30,2024-04-05,6,True,None,Third-party,288,0
4501,2024-01-01,2024-01-09,8,True,None,Email,148,0
4502,2024-01-02,2024-01-08,6,False,Unclear,Unspecified,38,0
4503,2024-01-03,2024-01-08,5,False,Unclear,Third-party,132,0
4504,2024-01-04,2024-01-08,4,False,None,Email,228,0
4505,2024-01-05,2024-01-09,4,False,Unclear,Unspecified,244,0
4506,2024-01-06,2024-01-10,4,True,Unclear,Unspecified,8,0
4507,2024-01-07,2024-01-17,10,False,None,Unspecified,263,0
4508,2024-01-08,2024-01-15,7,True,Unclear,Third-party,279,0
4509,2024-01-09,2024-01-17,8,True,None,Unspecified,237,0
4510,2024-01-10,2024-01-20,10,False,Unclear,Email,142,0
4511,2024-01-11,2024-01-21,10,False,Unclear,Unspecified,234,0
4512,2024-01-12,2024-01-19,7,False,None,Email,233,0
4513,2024-01-13,2024-01-18,5,False,Unclear,Third-party,166,0
4514,2024-01-14,2024-01-19,5,False,Unclear,Email,189,0
4515,2024-01-15,2024-01-20,5,True,Unclear,Email,132,0
4516,2024-01-16,2024-01-26,10,True,Unclear,Third-party,263,0
4517,2024-01-17,2024-01-22,5,False,None,Email,172,0
4518,2024-01-18,2024-01-24,6,False,Unclear,Unspecified,201,0
4519,2024-01-19,2024-01-27,8,False,None,Unspecified,159,0
4520,2024-01-20,2024-01-30,10,False,None,Unspecified,55,0
4521,2024-01-21,2024-01-29,8,False,Unclear,Email,225,0
4522,2024-01-22,2024-02-01,10,False,Unclear,Third-party,197,0
4523,2024-01-23,2024-01-30,7,True,None,Unspecified,282,0
4524,2024-01-24,2024-01-31,7,False,None,Third-party,82,0
4525,2024-01-25,2024-01-29,4,False,Unclear,Email,90,0
4526,2024-01-26,2024-01-29,3,False,Unclear,Unspecified,55,0
4527,2024-01-27,2024-02-03,7,False,Unclear,Third-party,275,0
4528,2024-01-28,2024-02-01,4,False,None,Unspecified,297,0
4529,2024-01-29,2024-02-08,10,True,Unclear,Third-party,253,0
4530,2024-01-30,2024-02-06,7,True,Unclear,Unspecified,161,0
4531,2024-01-31,2024-02-09,9,True,Unclear,Third-party,105,0
4532,2024-02-01,2024-02-09,8,False,None,Third-party,250,0
4533,2024-02-02,2024-02-09,7,False,Unclear,Third-party,95,0
4534,2024-02-03,2024-02-07,4,True,Unclear,Unspecified,266,0
4535,2024-02-04,2024-02-09,5,True,None,Unspecified,145,0
4536,2024-02-05,2024-02-10,5,True,None,Email,173,0
4537,2024-02-06,2024-03-20,43,True,Technical Test,Company Website,2854,1
4538,2024-02-07,2024-02-14,7,False,Unclear,Unspecified,218,0
4539,2024-02-08,2024-02-16,8,True,None,Third-party,125,0
4540,2024-02-09,2024-02-19,10,False,Unclear,Third-party,48,0
4541,2024-02-10,2024-02-19,9,True,Unclear,Unspecified,93,0
4542,2024-02-11,2024-02-21,10,False,Unclear,Unspecified,259,0
4543,2024-02-12,2024-02-17,5,False,Unclear,Email,78,0
4544,2024-02-13,2024-02-20,7,True,None,Third-party,156,0
4545,2024-02-14,2024-02-17,3,False,Unclear,Email,198,0
4546,2024-02-15,2024-02-24,9,False,Unclear,Unspecified,115,0
4547,2024-02-16,2024-02-19,3,False,Unclear,Email,119,0
4548,2024-02-17,2024-02-24,7,False,None,Email,56,0
4549,2024-02-18,2024-02-28,10,True,None,Email,69,0
4550,2024-02-19,2024-02-29,10,True,None,Email,142,0
4551,2024-02-20,2024-03-01,10,True,None,Email,140,0
4552,2024-02-21,2024-02-28,7,False,None,Unspecified,222,0
4553,2024-02-22,2024-02-25,3,False,Unclear,Third-party,145,0
4554,2024-02-23,2024-03-01,7,True,None,Third-party,105,0
4555,2024-02-24,2024-03-04,9,True,Unclear,Email,124,0
4556,2024-02-25,2024-02-28,3,False,Unclear,Third-party,288,0
4557,2024-02-26,2024-03-02,5,False,None,Unspecified,116,0
4558,2024-02-27,2024-03-04,6,False,None,Email,44,0
4559,2024-02-28,2024-03-08,9,False,Unclear,Third-party,131,0
4560,2024-02-29,2024-03-03,3,False,None,Email,258,0
4561,2024-03-01,2024-03-06,5,False,Unclear,Unspecified,191,0
4562,2024-03-02,2024-03-05,3,True,None,Third-party,131,0
4563,2024-03-03,2024-03-07,4,False,Unclear,Unspecified,250,0
4564,2024-03-04,2024-03-14,10,True,Unclear,Email,278,0
4565,2024-03-05,2024-03-08,3,False,Unclear,Unspecified,94,0
4566,2024-03-06,2024-03-31,25,True,Interview,Company Website,2252,1
4567,2024-03-07,2024-03-12,5,True,Unclear,Email,190,0
4568,2024-03-08,2024-03-12,4,False,None,Unspecified,37,0
4569,2024-03-09,2024-03-19,10,True,None,Unspecified,146,0
4570,2024-03-10,2024-03-14,4,True,Unclear,Unspecified,214,0
4571,2024-03-11,2024-03-17,6,False,Unclear,Email,99,0
4572,2024-03-12,2024-03-17,5,True,Unclear,Unspecified,279,0
4573,2024-03-13,2024-03-17,4,True,None,Third-party,51,0
4574,2024-03-14,2024-03-21,7,True,Unclear,Unspecified,174,0
4575,2024-03-15,2024-03-20,5,True,Unclear,Email,158,0
4576,2024-03-16,2024-03-24,8,True,None,Email,5,0
4577,2024-03-17,2024-03-20,3,True,None,Third-party,128,0
4578,2024-03-18,2024-04-24,37,True,Technical Test,LinkedIn,4900,1
4579,2024-03-19,2024-04-28,40,True,Technical Test,LinkedIn,3572,1
4580,2024-03-20,2024-03-27,7,False,None,Email,23,0
4581,2024-03-21,2024-03-27,6,False,None,Third-party,281,0
4582,2024-03-22,2024-03-30,8,False,Unclear,Unspecified,181,0
4583,2024-03-23,2024-03-31,8,False,Unclear,Third-party,48,0
